Gene_set,Term,Overlap,P-value,Adjusted P-value,Odds Ratio,Combined Score,Genes,condition,direction
gs_ind_0,Integrin-Mediated Signaling Pathway (GO:0007229),2/69,0.03077599328941668,0.1726695267498958,9.49942726231386,33.067699438462355,ITGAM;CD47,Stim8hr,positive
gs_ind_0,Inflammatory Response (GO:0006954),3/173,0.03141317717802306,0.1726695267498958,5.331409168081494,18.449489739271776,CYBA;ADAM8;C3AR1,Stim8hr,positive
gs_ind_0,Microvillus Organization (GO:0032528),1/12,0.0467731316215209,0.1726695267498958,32.926218708827406,100.83477835598997,FXYD5,Stim8hr,positive
gs_ind_0,Intracellular Monoatomic Ion Homeostasis (GO:0006873),1/12,0.0467731316215209,0.1726695267498958,32.926218708827406,100.83477835598997,SLC39A8,Stim8hr,positive
gs_ind_0,Intracellular Zinc Ion Homeostasis (GO:0006882),1/14,0.05435735474588381,0.17675384740498273,28.043771043771045,81.66837882927426,SLC39A8,Stim8hr,positive
gs_ind_0,Regulation Of Response To Cytokine Stimulus (GO:0060759),1/14,0.05435735474588381,0.17675384740498273,28.043771043771045,81.66837882927426,SH2B3,Stim8hr,positive
gs_ind_0,Positive Regulation Of Focal Adhesion Assembly (GO:0051894),1/14,0.05435735474588381,0.17675384740498273,28.043771043771045,81.66837882927426,S100A10,Stim8hr,positive
gs_ind_0,Zinc Ion Transmembrane Transport (GO:0071577),1/14,0.05435735474588381,0.17675384740498273,28.043771043771045,81.66837882927426,SLC39A8,Stim8hr,positive
gs_ind_0,Reticulophagy (GO:0061709),1/14,0.05435735474588381,0.17675384740498273,28.043771043771045,81.66837882927426,RETREG1,Stim8hr,positive
gs_ind_0,Gastrulation (GO:0007369),1/14,0.05435735474588381,0.17675384740498273,28.043771043771045,81.66837882927426,LMBRD1,Stim8hr,positive
gs_ind_0,Regulation Of Vacuole Organization (GO:0044088),1/14,0.05435735474588381,0.17675384740498273,28.043771043771045,81.66837882927426,UBQLN2,Stim8hr,positive
gs_ind_0,Amyloid Precursor Protein Metabolic Process (GO:0042982),1/15,0.058127258450452975,0.1781078816622854,26.107628004179727,74.27934922757152,ADAM19,Stim8hr,positive
gs_ind_0,Insulin Secretion (GO:0030073),1/15,0.058127258450452975,0.1781078816622854,26.107628004179727,74.27934922757152,CAMK2G,Stim8hr,positive
gs_ind_0,Positive Regulation Of Autophagosome Assembly (GO:2000786),1/15,0.058127258450452975,0.1781078816622854,26.107628004179727,74.27934922757152,PIP4K2A,Stim8hr,positive
gs_ind_0,Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429),1/15,0.058127258450452975,0.1781078816622854,26.107628004179727,74.27934922757152,C3AR1,Stim8hr,positive
gs_ind_0,Negative Regulation Of Small GTPase Mediated Signal Transduction (GO:0051058),1/15,0.058127258450452975,0.1781078816622854,26.107628004179727,74.27934922757152,ARHGAP25,Stim8hr,positive
gs_ind_0,Peptide Hormone Secretion (GO:0030072),1/15,0.058127258450452975,0.1781078816622854,26.107628004179727,74.27934922757152,CAMK2G,Stim8hr,positive
gs_ind_0,Regulation Of Protein Processing (GO:0070613),1/15,0.058127258450452975,0.1781078816622854,26.107628004179727,74.27934922757152,ADAM8,Stim8hr,positive
gs_ind_0,Protein Localization To Microtubule Organizing Center (GO:1905508),1/15,0.058127258450452975,0.1781078816622854,26.107628004179727,74.27934922757152,SNX10,Stim8hr,positive
gs_ind_0,Extracellular Matrix Organization (GO:0030198),2/96,0.055920047158859655,0.1781078816622854,6.770577646866307,19.52521076314285,SLC39A8;ADAM8,Stim8hr,positive
gs_ind_0,Positive Regulation Of Interleukin-4 Production (GO:0032753),1/16,0.06188243244594586,0.18259137474791431,24.421309872922777,67.95275738235718,HAVCR2,Stim8hr,positive
gs_ind_0,Cellular Response To Oxidative Stress (GO:0034599),2/101,0.061164086702899856,0.18259137474791431,6.427757343418121,17.96040794627256,PXN;PYROXD1,Stim8hr,positive
gs_ind_0,Positive Regulation Of Histone Methylation (GO:0031062),1/16,0.06188243244594586,0.18259137474791431,24.421309872922777,67.95275738235718,RRP8,Stim8hr,positive
gs_ind_0,Regulation Of Lymphocyte Activation (GO:0051249),1/16,0.06188243244594586,0.18259137474791431,24.421309872922777,67.95275738235718,SIT1,Stim8hr,positive
gs_ind_0,Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756),1/16,0.06188243244594586,0.18259137474791431,24.421309872922777,67.95275738235718,SLC39A8,Stim8hr,positive
gs_ind_0,Regulation Of Sodium Ion Transmembrane Transport (GO:1902305),1/16,0.06188243244594586,0.18259137474791431,24.421309872922777,67.95275738235718,FXYD5,Stim8hr,positive
gs_ind_0,Zinc Ion Transport (GO:0006829),1/17,0.06562293311402424,0.18343720484505022,22.939393939393938,62.48301063201713,SLC39A8,Stim8hr,positive
gs_ind_0,Actin Filament Capping (GO:0051693),1/17,0.06562293311402424,0.18343720484505022,22.939393939393938,62.48301063201713,CAPZA1,Stim8hr,positive
gs_ind_0,Negative Regulation Of Interleukin-2 Production (GO:0032703),1/17,0.06562293311402424,0.18343720484505022,22.939393939393938,62.48301063201713,HAVCR2,Stim8hr,positive
gs_ind_0,Barbed-End Actin Filament Capping (GO:0051016),1/17,0.06562293311402424,0.18343720484505022,22.939393939393938,62.48301063201713,CAPZA1,Stim8hr,positive
gs_ind_0,Microglial Cell Activation (GO:0001774),1/17,0.06562293311402424,0.18343720484505022,22.939393939393938,62.48301063201713,ITGAM,Stim8hr,positive
gs_ind_0,Fat-Soluble Vitamin Metabolic Process (GO:0006775),1/17,0.06562293311402424,0.18343720484505022,22.939393939393938,62.48301063201713,CYP2R1,Stim8hr,positive
gs_ind_0,One-Carbon Compound Transport (GO:0019755),1/17,0.06562293311402424,0.18343720484505022,22.939393939393938,62.48301063201713,SLC39A8,Stim8hr,positive
gs_ind_0,Positive Regulation Of Protein Targeting To Membrane (GO:0090314),1/17,0.06562293311402424,0.18343720484505022,22.939393939393938,62.48301063201713,ITGAM,Stim8hr,positive
gs_ind_0,Protein Localization To Centrosome (GO:0071539),1/17,0.06562293311402424,0.18343720484505022,22.939393939393938,62.48301063201713,SNX10,Stim8hr,positive
gs_ind_0,Cytoskeleton-Dependent Intracellular Transport (GO:0030705),1/18,0.06934881662501388,0.1883450815156627,21.626839826839827,57.71351876555576,CCDC88B,Stim8hr,positive
gs_ind_0,Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903426),1/18,0.06934881662501388,0.1883450815156627,21.626839826839827,57.71351876555576,CYBA,Stim8hr,positive
gs_ind_0,Negative Regulation Of Protein Dephosphorylation (GO:0035308),1/18,0.06934881662501388,0.1883450815156627,21.626839826839827,57.71351876555576,PPP1R11,Stim8hr,positive
gs_ind_0,Macrophage Differentiation (GO:0030225),1/18,0.06934881662501388,0.1883450815156627,21.626839826839827,57.71351876555576,CASP10,Stim8hr,positive
gs_ind_0,Negative Regulation Of Phosphoprotein Phosphatase Activity (GO:0032515),1/18,0.06934881662501388,0.1883450815156627,21.626839826839827,57.71351876555576,PPP1R11,Stim8hr,positive
gs_ind_0,Protein Glycosylation (GO:0006486),2/109,0.06988848684341852,0.1887383994980455,5.9455766003356505,15.820313373771777,SLC39A8;GALNT4,Stim8hr,positive
gs_ind_0,Regulation Of Platelet Aggregation (GO:0090330),1/19,0.07306013893868027,0.18979753485157155,20.456183456183457,53.523038520532864,SH2B3,Stim8hr,positive
gs_ind_0,Positive Regulation Of Neuron Apoptotic Process (GO:0043525),1/19,0.07306013893868027,0.18979753485157155,20.456183456183457,53.523038520532864,ITGAM,Stim8hr,positive
gs_ind_0,Positive Regulation Of Cell-Substrate Junction Organization (GO:0150117),1/19,0.07306013893868027,0.18979753485157155,20.456183456183457,53.523038520532864,S100A10,Stim8hr,positive
gs_ind_0,Regulation Of Interleukin-4 Production (GO:0032673),1/19,0.07306013893868027,0.18979753485157155,20.456183456183457,53.523038520532864,HAVCR2,Stim8hr,positive
gs_ind_0,Regulation Of Interferon-Alpha Production (GO:0032647),1/19,0.07306013893868027,0.18979753485157155,20.456183456183457,53.523038520532864,HAVCR2,Stim8hr,positive
gs_ind_0,Negative Regulation Of Response To External Stimulus (GO:0032102),2/110,0.0710065680707469,0.18979753485157155,5.890303577367096,15.579752227228786,SLC39A8;IL10RA,Stim8hr,positive
gs_ind_0,Regulation Of Histone Deacetylation (GO:0031063),1/19,0.07306013893868027,0.18979753485157155,20.456183456183457,53.523038520532864,RRP8,Stim8hr,positive
gs_ind_0,Osteoclast Differentiation (GO:0030316),1/20,0.07675695580500126,0.1910928378895344,19.405594405594407,49.81632004609675,SNX10,Stim8hr,positive
gs_ind_0,Transition Metal Ion Transport (GO:0000041),1/20,0.07675695580500126,0.1910928378895344,19.405594405594407,49.81632004609675,SLC39A8,Stim8hr,positive
gs_ind_0,Superoxide Metabolic Process (GO:0006801),1/20,0.07675695580500126,0.1910928378895344,19.405594405594407,49.81632004609675,CYBA,Stim8hr,positive
gs_ind_0,Positive Regulation Of Vacuole Organization (GO:0044090),1/20,0.07675695580500126,0.1910928378895344,19.405594405594407,49.81632004609675,PIP4K2A,Stim8hr,positive
gs_ind_0,Regulation Of Protein Targeting To Membrane (GO:0090313),1/20,0.07675695580500126,0.1910928378895344,19.405594405594407,49.81632004609675,ITGAM,Stim8hr,positive
gs_ind_0,Membrane Protein Ectodomain Proteolysis (GO:0006509),1/20,0.07675695580500126,0.1910928378895344,19.405594405594407,49.81632004609675,ADAM19,Stim8hr,positive
gs_ind_0,Cellular Response To Cadmium Ion (GO:0071276),1/20,0.07675695580500126,0.1910928378895344,19.405594405594407,49.81632004609675,SLC39A8,Stim8hr,positive
gs_ind_0,Regulation Of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),1/20,0.07675695580500126,0.1910928378895344,19.405594405594407,49.81632004609675,CAMK2G,Stim8hr,positive
gs_ind_0,Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903050),1/21,0.08043932276493664,0.19617345041652914,18.45750184774575,46.51755840617667,CTSC,Stim8hr,positive
gs_ind_0,Regulation Of Neutrophil Chemotaxis (GO:0090022),1/21,0.08043932276493664,0.19617345041652914,18.45750184774575,46.51755840617667,DPP4,Stim8hr,positive
gs_ind_0,Negative Regulation Of Insulin Receptor Signaling Pathway (GO:0046627),1/21,0.08043932276493664,0.19617345041652914,18.45750184774575,46.51755840617667,PIP4K2A,Stim8hr,positive
gs_ind_0,Negative Regulation Of Type II Interferon Production (GO:0032689),1/21,0.08043932276493664,0.19617345041652914,18.45750184774575,46.51755840617667,HAVCR2,Stim8hr,positive
gs_ind_0,Clathrin-Dependent Endocytosis (GO:0072583),1/22,0.08410729515119537,0.19902617367461084,17.597603946441154,43.565718888409094,LMBRD1,Stim8hr,positive
gs_ind_0,Positive Regulation Of Cytokine Production (GO:0001819),3/258,0.08311344313523523,0.19902617367461084,3.53323720259553,8.78910003276718,HAVCR2;CCDC88B;CYBA,Stim8hr,positive
gs_ind_0,Negative Regulation Of Cellular Response To Insulin Stimulus (GO:1900077),1/22,0.08410729515119537,0.19902617367461084,17.597603946441154,43.565718888409094,PIP4K2A,Stim8hr,positive
gs_ind_0,Extracellular Matrix Disassembly (GO:0022617),1/22,0.08410729515119537,0.19902617367461084,17.597603946441154,43.565718888409094,ADAM8,Stim8hr,positive
gs_ind_0,Sensory Perception (GO:0007600),1/22,0.08410729515119537,0.19902617367461084,17.597603946441154,43.565718888409094,RETREG1,Stim8hr,positive
gs_ind_0,Glutamine Family Amino Acid Metabolic Process (GO:0009064),1/22,0.08410729515119537,0.19902617367461084,17.597603946441154,43.565718888409094,SLC39A8,Stim8hr,positive
gs_ind_0,Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433),2/123,0.08605669003936262,0.20263594994490308,5.254550082728777,12.88809253123399,HAVCR2;ANXA4,Stim8hr,positive
gs_ind_0,Myeloid Cell Development (GO:0061515),1/23,0.08776092808899975,0.20363943508030038,16.814141414141414,40.911141339101,SH2B3,Stim8hr,positive
gs_ind_0,Regulation Of Metal Ion Transport (GO:0010959),1/23,0.08776092808899975,0.20363943508030038,16.814141414141414,40.911141339101,CAMK2G,Stim8hr,positive
gs_ind_0,Visual System Development (GO:0150063),1/23,0.08776092808899975,0.20363943508030038,16.814141414141414,40.911141339101,ITGAM,Stim8hr,positive
gs_ind_0,Protein-Containing Complex Assembly (GO:0065003),3/269,0.09148631287800602,0.20725335334448755,3.3843586452058854,8.093916742519703,PXN;CYBA;CAPZA1,Stim8hr,positive
gs_ind_0,Positive Regulation Of Rho Protein Signal Transduction (GO:0035025),1/24,0.09140027649684704,0.20725335334448755,16.097356544165056,38.51303459789599,GPR65,Stim8hr,positive
gs_ind_0,Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling (GO:1905114),1/24,0.09140027649684704,0.20725335334448755,16.097356544165056,38.51303459789599,ITGAM,Stim8hr,positive
gs_ind_0,Negative Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050732),1/24,0.09140027649684704,0.20725335334448755,16.097356544165056,38.51303459789599,SH2B3,Stim8hr,positive
gs_ind_0,Cellular Component Disassembly (GO:0022411),1/24,0.09140027649684704,0.20725335334448755,16.097356544165056,38.51303459789599,ADAM8,Stim8hr,positive
gs_ind_0,Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261),1/25,0.09502539508726818,0.21126576210099623,15.439084724799011,36.337601280879724,UBQLN2,Stim8hr,positive
gs_ind_0,Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000649),1/25,0.09502539508726818,0.21126576210099623,15.439084724799011,36.337601280879724,FXYD5,Stim8hr,positive
gs_ind_0,Import Into Cell (GO:0098657),1/25,0.09502539508726818,0.21126576210099623,15.439084724799011,36.337601280879724,IL10RA,Stim8hr,positive
gs_ind_0,Membrane Fusion (GO:0061025),1/25,0.09502539508726818,0.21126576210099623,15.439084724799011,36.337601280879724,DPP4,Stim8hr,positive
gs_ind_0,Positive Regulation Of Leukocyte Migration (GO:0002687),1/26,0.0986363383675839,0.21430986245320502,14.832442067736185,34.35661608712146,ADAM8,Stim8hr,positive
gs_ind_0,Positive Regulation Of Mononuclear Cell Migration (GO:0071677),1/26,0.0986363383675839,0.21430986245320502,14.832442067736185,34.35661608712146,CD47,Stim8hr,positive
gs_ind_0,Blood Circulation (GO:0008015),1/26,0.0986363383675839,0.21430986245320502,14.832442067736185,34.35661608712146,C3AR1,Stim8hr,positive
gs_ind_0,Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628),1/26,0.0986363383675839,0.21430986245320502,14.832442067736185,34.35661608712146,DPP4,Stim8hr,positive
gs_ind_0,Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625),1/26,0.0986363383675839,0.21430986245320502,14.832442067736185,34.35661608712146,CASP10,Stim8hr,positive
gs_ind_0,Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),1/27,0.10223316064065821,0.2171886701610428,14.2715837621498,32.54633514869899,S100A10,Stim8hr,positive
gs_ind_0,Gene Expression (GO:0010467),2/136,0.10197339166179549,0.2171886701610428,4.741693174414594,10.825491144459741,RBMS1;CASP10,Stim8hr,positive
gs_ind_0,Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),1/27,0.10223316064065821,0.2171886701610428,14.2715837621498,32.54633514869899,CTSC,Stim8hr,positive
gs_ind_0,Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427),1/27,0.10223316064065821,0.2171886701610428,14.2715837621498,32.54633514869899,IL10RA,Stim8hr,positive
gs_ind_0,Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894),1/27,0.10223316064065821,0.2171886701610428,14.2715837621498,32.54633514869899,IL10RA,Stim8hr,positive
gs_ind_0,Membrane Assembly (GO:0071709),1/28,0.10581591600564887,0.21896107294675393,13.751515151515152,30.886650233127042,S100A10,Stim8hr,positive
gs_ind_0,Vesicle Budding From Membrane (GO:0006900),1/28,0.10581591600564887,0.21896107294675393,13.751515151515152,30.886650233127042,S100A10,Stim8hr,positive
gs_ind_0,Negative Regulation Of Immune System Process (GO:0002683),1/28,0.10581591600564887,0.21896107294675393,13.751515151515152,30.886650233127042,GPR108,Stim8hr,positive
gs_ind_0,Regulation Of Intracellular Transport (GO:0032386),1/28,0.10581591600564887,0.21896107294675393,13.751515151515152,30.886650233127042,REEP5,Stim8hr,positive
gs_ind_0,Signal Transduction By P53 Class Mediator (GO:0072331),1/28,0.10581591600564887,0.21896107294675393,13.751515151515152,30.886650233127042,RRP8,Stim8hr,positive
gs_ind_0,Substrate Adhesion-Dependent Cell Spreading (GO:0034446),1/28,0.10581591600564887,0.21896107294675393,13.751515151515152,30.886650233127042,PXN,Stim8hr,positive
gs_ind_0,Positive Regulation Of Neuron Death (GO:1901216),1/29,0.10938465835875522,0.2234438747670299,13.267942583732058,29.360426257835766,ITGAM,Stim8hr,positive
gs_ind_0,Positive Regulation Of Exocytosis (GO:0045921),1/29,0.10938465835875522,0.2234438747670299,13.267942583732058,29.360426257835766,S100A10,Stim8hr,positive
gs_ind_0,Protein Localization To Cilium (GO:0061512),1/29,0.10938465835875522,0.2234438747670299,13.267942583732058,29.360426257835766,SNX10,Stim8hr,positive
gs_ind_0,Positive Regulation Of Multicellular Organismal Process (GO:0051240),3/293,0.11091720518364413,0.2256103152246038,3.0986683576410905,6.813882647966762,CCDC88B;ADAM8;GLIPR2,Stim8hr,positive
gs_ind_0,Negative Regulation Of Protein Kinase B Signaling (GO:0051898),1/30,0.11293944139396414,0.2287502245182833,12.817154596815614,27.952977586732363,SH2B3,Stim8hr,positive
gs_ind_0,Endocytosis (GO:0006897),2/146,0.11472965624247468,0.23102735391125523,4.409981093710983,9.548388458863695,IL10RA;ITGAM,Stim8hr,positive
gs_ind_0,Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332),1/31,0.11648031860379185,0.23102735391125523,12.39592647789369,26.65165048817687,RRP8,Stim8hr,positive
gs_ind_0,Macrophage Activation (GO:0042116),1/31,0.11648031860379185,0.23102735391125523,12.39592647789369,26.65165048817687,ITGAM,Stim8hr,positive
gs_ind_0,Membrane Protein Proteolysis (GO:0033619),1/31,0.11648031860379185,0.23102735391125523,12.39592647789369,26.65165048817687,ADAM19,Stim8hr,positive
gs_ind_0,Protein Localization To Lysosome (GO:0061462),1/31,0.11648031860379185,0.23102735391125523,12.39592647789369,26.65165048817687,LMBRD1,Stim8hr,positive
gs_ind_0,Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),1/32,0.12000734328002426,0.23413677586878204,12.001443001443002,25.445487583907937,CYBA,Stim8hr,positive
gs_ind_0,Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),1/32,0.12000734328002426,0.23413677586878204,12.001443001443002,25.445487583907937,PPP1R11,Stim8hr,positive
gs_ind_0,Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),2/150,0.1199437824159384,0.23413677586878204,4.289805269186712,9.097527847954458,TRAF5;CASP10,Stim8hr,positive
gs_ind_0,Negative Regulation Of T Cell Activation (GO:0050868),1/32,0.12000734328002426,0.23413677586878204,12.001443001443002,25.445487583907937,HAVCR2,Stim8hr,positive
gs_ind_0,Regulation Of Insulin Receptor Signaling Pathway (GO:0046626),1/33,0.12352056851445406,0.2342969513885279,11.631235431235432,24.32495618906651,PIP4K2A,Stim8hr,positive
gs_ind_0,Positive Regulation Of Biosynthetic Process (GO:0009891),1/33,0.12352056851445406,0.2342969513885279,11.631235431235432,24.32495618906651,CYBA,Stim8hr,positive
gs_ind_0,Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),1/33,0.12352056851445406,0.2342969513885279,11.631235431235432,24.32495618906651,TRAF5,Stim8hr,positive
