target_contrast_gene_name,gate_pass,best_condition,fail_primary,failure_reasons,n_cells_best,de_genes_best,significant_any,offtarget_any,n_conditions
AIG1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),605,1,True,False,3
AIM2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),473,2,True,False,3
AIMP1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),569,17,True,True,3
AIMP2,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),387,5,True,True,3
AIP,True,Stim8hr,PASS,,499,303,True,False,3
AIRE,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),429,1,False,False,3
AIRIM,False,Stim8hr,Not statistically significant,Not statistically significant,367,292,False,False,3
AJAP1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),721,7,False,False,3
AK1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),756,1,False,False,3
AK3,True,Rest,PASS,,1002,324,True,False,3
AK4,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),754,3,True,False,3
AK5,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),223,36,False,False,2
AK9,False,Rest,Not statistically significant,Not statistically significant; Off-target flagged,789,149,True,True,3
AKAP1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1190,8,True,False,3
AKAP10,True,Stim8hr,PASS,,306,56,True,False,3
AKAP11,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),209,1,True,False,3
AKAP12,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1015,2,False,False,3
AKAP13,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1041,6,True,False,3
AKAP17A,True,Stim48hr,PASS,,881,86,True,False,3
AKAP5,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),808,1,True,False,3
AKAP7,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),266,1,False,False,3
AKAP8,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),741,1,True,False,3
AKAP8L,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),696,5,True,False,3
AKAP9,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),493,4,True,False,3
AKIP1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),219,1,True,False,3
AKIRIN1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),562,18,True,False,3
AKIRIN2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),226,37,True,False,3
AKNA,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1073,1,True,False,3
AKR1A1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),343,2,True,True,3
AKR1B1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),374,6,True,False,3
AKR1C1,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant,75,1775,False,False,3
AKR1C3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1146,20,True,False,3
AKR1E2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),560,0,False,False,3
AKR7A2,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),922,22,True,True,3
AKR7A3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),663,2,False,False,3
AKT1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),675,4,True,False,3
AKT1S1,False,Stim8hr,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),901,4,True,True,3
AKT2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),496,23,True,False,3
AKT3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),946,3,True,False,3
AKTIP,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),326,18,True,False,3
ALAD,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),104,41,True,False,3
ALAS1,False,Stim8hr,Too few cells (n<200),Too few cells (n<200),96,61,True,False,3
ALAS2,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),616,3,False,False,3
ALCAM,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),533,1,True,False,3
ALDH16A1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),715,3,True,False,3
ALDH18A1,True,Stim8hr,PASS,,538,175,True,False,3
ALDH1A1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),352,0,False,False,3
ALDH1B1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1146,11,True,False,3
ALDH2,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),576,2,False,False,3
ALDH3A2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1347,4,True,False,3
ALDH5A1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),512,2,True,False,3
ALDH7A1,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1235,0,False,False,3
ALDH8A1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),772,1,False,False,3
ALDH9A1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),673,2,True,False,3
ALDOA,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,173,233,False,False,3
ALDOC,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),613,1,True,False,3
ALG1,False,Stim8hr,Too few cells (n<200),Too few cells (n<200),73,400,True,False,3
ALG10,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),371,1,False,False,3
ALG10B,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1103,3,False,False,3
ALG12,False,Stim8hr,Off-target flagged,Off-target flagged,710,68,True,True,3
ALG13,True,Stim8hr,PASS,,365,186,True,False,3
ALG14,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,49,55,False,False,3
ALG2,False,Stim8hr,Off-target flagged,Off-target flagged,213,107,True,True,3
ALG3,True,Stim8hr,PASS,,457,122,True,False,3
ALG5,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),307,38,True,True,3
ALG6,True,Stim48hr,PASS,,653,333,True,False,3
ALG8,True,Stim48hr,PASS,,558,807,True,False,3
ALG9,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),512,25,True,False,3
ALKAL2,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),713,0,False,False,3
ALKBH1,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),485,4,True,True,3
ALKBH2,True,Stim8hr,PASS,,363,107,True,True,3
ALKBH3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),234,3,True,False,3
ALKBH4,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),989,4,True,False,3
ALKBH5,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1167,8,True,False,3
ALKBH6,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),979,1,False,False,3
ALKBH7,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),517,3,True,False,3
ALKBH8,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),501,7,True,False,3
ALMS1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),674,15,True,False,3
ALOX12,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),272,1,False,False,3
ALOX5,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),419,46,True,False,3
ALOX5AP,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1298,1,True,False,3
ALPK1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),801,8,True,False,3
ALPL,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),726,0,False,False,3
ALS2,True,Rest,PASS,,316,102,True,False,3
ALS2CL,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),2030,4,False,False,3
ALX1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),812,0,False,False,3
ALX3,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1383,4,False,False,3
ALX4,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),545,12,False,False,3
AMBRA1,True,Stim48hr,PASS,,619,608,True,False,3
AMD1,True,Stim48hr,PASS,,329,428,True,False,3
AMDHD1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),643,1,False,False,3
AMDHD2,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),665,2,True,False,3
AMER1,True,Rest,PASS,,202,276,True,False,3
AMFR,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),828,5,True,False,3
AMIGO1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1234,42,False,False,3
AMIGO2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),476,9,True,False,3
AMMECR1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),235,7,True,False,3
AMMECR1L,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,47,226,False,False,2
AMN,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),764,0,False,False,1
AMN1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),448,1,True,False,3
AMOT,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),698,1,False,False,3
AMPD2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1262,2,True,False,3
AMPD3,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1264,5,True,False,3
AMT,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),262,0,False,False,3
AMY2B,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),438,1,False,False,3
AMZ2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),375,4,True,False,3
ANAPC10,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,180,69,True,False,3
ANAPC11,False,Stim48hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),68,34,True,False,3
ANAPC13,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),231,2,False,False,3
ANAPC15,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),587,5,True,False,3
ANAPC16,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),286,6,True,True,3
ANAPC5,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Too few downstream DE genes (<50),81,3,True,False,2
ANAPC7,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),600,4,True,False,3
ANGEL1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),913,2,True,False,3
ANGEL2,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),968,2,True,False,3
ANGPT2,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1354,0,False,False,3
ANGPTL4,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),441,17,False,False,3
ANGPTL6,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),705,1,True,False,3
ANHX,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),340,2,False,False,3
ANK1,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),351,2,False,False,3
ANK3,False,Rest,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),755,1,False,False,3
ANKAR,True,Rest,PASS,,364,292,True,False,3
ANKDD1A,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1622,0,False,False,3
ANKEF1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1320,3,True,False,3
ANKFY1,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),972,11,True,False,3
ANKH,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),293,7,True,False,3
ANKHD1-EIF4EBP3,False,Stim48hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1441,8,False,False,3
ANKK1,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),598,45,False,False,3
ANKLE1,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),625,4,True,False,3
ANKLE2,False,Rest,Too few cells (n<200),Too few cells (n<200); Not statistically significant,152,75,False,False,3
ANKMY1,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),578,3,True,False,3
ANKMY2,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),255,17,True,True,3
ANKRA2,False,Stim8hr,Too few cells (n<200),Too few cells (n<200); Not statistically significant,30,72,False,False,1
ANKRD10,False,Rest,Too few downstream DE genes (<50),Too few downstream DE genes (<50),336,1,True,False,3
ANKRD11,True,Stim8hr,PASS,,751,69,True,False,3
ANKRD12,False,Stim48hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),559,3,True,False,3
ANKRD13A,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),1516,2,True,False,3
ANKRD13B,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),658,4,True,False,3
ANKRD13C,False,Stim8hr,Too few downstream DE genes (<50),Too few downstream DE genes (<50),634,1,True,True,3
ANKRD13C-DT,False,Rest,Off-target flagged,Off-target flagged; Too few downstream DE genes (<50),1830,3,True,True,3
ANKRD13D,False,Stim8hr,Not statistically significant,Not statistically significant; Too few downstream DE genes (<50),1498,2,False,False,3
